Title, Number_of_characters, Description, Gender, doNotUse, birthYear, deathDate, deathYear, ethnicity, nationality, country, region, religion, activeYearsStartYear, genre, notableWork, almaMater 
Libba Bray, 1, NA, NA, 1964-03-11, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lincoln Child, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Thriller (genre) and Adventure fiction and Techno-thriller, Aloysius Pendergast, Carleton College
Linda Schuyler, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Linda Woolverton, 5, American screenwriter, NA, 1952-12-19, 1952, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, California State University Long Beach and California State University Fullerton
Lindsey Davis, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 1989, Historical mystery, Marcus Didius Falco, NA
Lloyd Alexander, 3, NA, NA, 1924-01-30, 1924, 2007-05-17, NA, NA, Americans, NA, NA, NA, 1955, Childrens literature and Fantasy, Westmark (novel) and The Chronicles of Prydain, NA
Lois Duncan, 1, NA, NA, 1934-04-28, 1934, NA, NA, NA, Americans, NA, NA, NA, 1947, Childrens literature and Picture book and Young-adult fiction and Supernatural fiction, NA, NA
Lou Fine, 3, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Lou Scheimer, 1, NA, NA, 1928-10-19, 1928, 2013-10-17, 2013, NA, NA, NA, NA, NA, 1957, NA, NA, NA
Louis Cazeneuve, 1, Artist, NA, 1908-08-08, 1908, NA, 1977, NA, NA, NA, NA, NA, NA, NA, NA, NA
Louis Ferstadt, 1, Artist, NA, NA, 1900, NA, 1954, NA, United States, United States, NA, NA, NA, NA, NA, NA
Louise Simonson, 45, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Lowell Cunningham, 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, The Men in Black (comics), NA
Luc Besson, 2, NA, NA, 1959-03-18, 1959, NA, NA, NA, NA, NA, NA, NA, 1981, NA, NA, NA
Lucas Cruikshank, 1, NA, NA, 1993-08-29, 1993, NA, NA, NA, United States, NA, NA, NA, 2005, NA, NA, NA
Émile Zola, 1, NA, NA, 1840-04-02, 1840, 1902-09-29, NA, NA, France, NA, NA, NA, NA, Naturalism (literature), Germinal (novel) and Thérèse Raquin and Les Rougon-Macquart, NA
M. D. Bright, 6, Artist, NA, NA, 1955, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mac Raboy, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Madeleine L'Engle, 7, NA, NA, 1918-11-29, 1918, 2007-09-06, NA, NA, Americans, NA, NA, NA, 1945, Essay and Poetry and Science fiction and Christian novel, A Wrinkle in Time, Smith College
Magda Szubanski, 1, NA, NA, 1961-04-12, 1961, NA, NA, NA, NA, NA, NA, NA, 1986, NA, NA, NA
Maggie Stiefvater, 1, American writer, NA, 1981-11-18, 1981, NA, NA, NA, NA, NA, NA, NA, NA, Young-adult fiction and Fantasy, NA, NA
Magneto (comics), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mahmud A. Asrar, 2, Pakistani-Austriancomic bookartist, NA, 1976-11-20, 1976, NA, NA, NA, Pakistanis, NA, NA, NA, NA, NA, NA, NA
Major Ravi, 1, Indian actor, NA, 1953-04-01 and 1958-06-13, 1953, NA, NA, NA, NA, NA, NA, NA, 1995, NA, NA, NA
Mal Young, 4, NA, NA, 1957-01-26, 1957, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, NA
Malachy Coney, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Malcolm Judge, 1, Cartoonist, NA, NA, 1918, 1989-01-17, 1989, NA, NA, NA, NA, NA, NA, NA, NA, NA
Malcolm Wheeler-Nicholson, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Manuel García Ferré, 1, Animation director, NA, 1929-10-08, 1929, 2013-03-28, 2013, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Andreyko, 2, Writer, NA, 1970-06-20, 1970, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Marc Brown (author), 1, American writer, NA, 1945-11-25 and 1946-11-25, 1945, NA, NA, NA, United States, NA, NA, NA, NA, Childrens literature and Television program, NA, NA
Marc Davis (animator), 4, NA, NA, 1913-03-30, 1913, 2000-01-12, 2000, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Guggenheim, 9, NA, NA, 1970-09-24, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Silvestri, 23, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Marc Sleen, 8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marc Swayze, 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Marcos Martín, 3, Artist, NA, NA, 1972, NA, NA, NA, Spain, NA, NA, NA, NA, NA, NA, NA
Marcus McLaurin, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Margaret Mitchell, 5, NA, NA, 1900-11-08, 1900, 1949-08-16, NA, NA, NA, NA, NA, NA, NA, Historical fiction and Romance novel, Gone with the Wind and Lost Laysen, NA
Matthew Holness, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Trinity Hall Cambridge
Matthew Reilly, 2, Australian writer, NA, 1974-07-02, 1974, NA, NA, NA, NA, NA, NA, NA, NA, Thriller (genre) and Action (fiction), NA, NA
Matthew Sturges, 3, Writer, NA, 1970-10-02, 1970, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Matthew Weiner, 7, NA, NA, 1965-06-29, 1965, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Maureen Jennings, 1, Canadian writer, NA, NA, 1939, NA, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA
Maurice Leblanc, 1, NA, NA, 1864-11-11, 1864, 1941-11-06, NA, NA, France, NA, NA, NA, NA, NA, NA, NA
Mauricio de Sousa, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Max Allan Collins, 2, NA, NA, 1948-03-03, 1948, NA, NA, NA, NA, NA, NA, NA, NA, Comic book and Short story and Historical fiction and Screenplay and Mystery fiction and Comic strip, NA, NA
Max Brand, 1, NA, NA, 1892-05-29, 1892, 1944-05-12, NA, NA, NA, NA, NA, NA, NA, Western (genre), NA, NA
Max Fleischer, 2, NA, NA, 1883-07-19, 1883, 1972-09-11, 1972, NA, NA, NA, NA, Judaism, 1918, NA, NA, NA
Max Gaines, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Max Mutchnick, 5, NA, NA, 1965-11-11, 1965, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Meg Cabot, 1, NA, NA, 1967-02-01, 1967, NA, NA, NA, NA, NA, NA, NA, NA, Mystery fiction and Chick lit, Avalon High and The Princess Diaries and The Mediator, NA
Megan McDonald, 1, NA, NA, 1959-02-28, 1959, NA, NA, NA, NA, NA, NA, NA, 1991, Children's literature, NA, NA
Mel Brooks, 1, NA, NA, 1926-06-28, 1926, NA, NA, NA, NA, NA, NA, NA, NA, Comedy music and Satire and Sketch comedy and Parody and Farce, NA, NA
Mel Rubi, 1, Artist, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Melinda M. Snodgrass, 2, NA, NA, 1951-11-27, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Melinda Metz, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Young-adult fiction, NA, NA
Meredith Stiehm, 4, American television personality, NA, NA, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Merian C. Cooper, 2, NA, NA, 1893-10-24, 1893, 1973-04-21, 1973, NA, NA, NA, NA, NA, NA, NA, NA, United States Naval Academy and Georgia Institute of Technology
Mervyn Peake, 5, NA, NA, 1911-07-09, 1911, NA, 1968, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Avon Oeming, 4, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Michael Bair, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Bond, 1, NA, NA, 1926-01-13, 1926, NA, NA, NA, NA, NA, NA, Catholic Church, 1945, NA, NA, NA
Michael Chabon, 1, NA, NA, 1963-05-24, 1963, NA, NA, NA, NA, NA, NA, NA, 1987, NA, The Amazing Adventures of Kavalier & Clay and The Yiddish Policemens Union and Telegraph Avenue (novel), NA
Michael Dobbs, 1, NA, NA, 1948-11-14, 1948, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Christ Church Oxford and Fletcher School of Law and Diplomacy
Michael Dougherty, 1, NA, NA, 1974-10-28, 1974, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Ende, 1, NA, NA, 1929-11-12, 1929, 1995-08-28, NA, NA, German language, NA, NA, NA, 1960, Childrens literature and Fantasy, The Neverending Story, NA
Michael Fleisher, 6, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Michael G. Moye, 1, Television writerTelevision producerPhotographer, NA, 1954-08-11, 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Gaydos, 2, Americancomicsartist, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Michael Golden (comics), 5, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Michael J. Nelson, 4, NA, NA, 1964-10-11, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael K. Frith, 1, British artist and director, NA, 1941-07-08, 1941, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Kaluta, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Lark, 4, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Michael Maltese, 3, NA, NA, 1908-02-06, 1908, 1981-02-22, 1981, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Moorcock, 2, NA, NA, 1939-12-18, 1939, NA, NA, NA, NA, NA, NA, NA, 1957, Science fiction and Historical fiction and Fantasy, New Worlds (magazine), NA
Michael Netzer, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Piller, 1, NA, NA, 1948-05-30, 1948, 2005-11-01, 2005, NA, United States, NA, NA, NA, NA, NA, NA, NA
Michael Ryan (artist), 4, Commic book artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Schur, 1, NA, NA, 1975-10-29, 1975, NA, NA, NA, United States, NA, NA, NA, NA, NA, The Office (U.S. TV series) and Parks and Recreation and Brooklyn Nine-Nine, Harvard University
Michael Turner (comics), 7, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michael Uslan, 2, NA, NA, 1951-06-02, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Michelle King, 1, AMerican television producer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mick Anglo, 3, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Miguel Ferrer, 1, NA, NA, 1955-02-07, 1955, NA, NA, NA, NA, NA, NA, NA, 1981, NA, NA, NA
Miguel de Cervantes, 6, NA, NA, 1547-09-29, 1547, 1616-04-23, NA, NA, Spain, NA, NA, NA, NA, NA, Don Quixote and Novelas ejemplares, NA
Mike Allred, 18, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Barker (producer), 4, American film producer, NA, 1968-06-07, 1968, NA, NA, NA, NA, NA, NA, NA, 1999, NA, NA, NA
Mike Baron, 5, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Bullen, 1, TELEVISION SCREENWRITER, NA, 1960-01-13, 1960, NA, NA, NA, NA, NA, NA, NA, 1994, NA, Cold Feet and Life Begins (TV series), NA
Mike Carey (writer), 5, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Mike Carlin, 4, Americancomic bookwriter and editor, NA, 1958-10-06, 1958, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Collins (comics), 1, Comic artist, NA, NA, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Costa, 1, Americancomic bookwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Deodato, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Dringenberg, 6, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Esposito (comics), 4, Comic=book inker best known for Wonder Woman and Spider-Man collaborations with penciler Ross Andru, NA, 1927-07-14, 1927, 2010-10-24, 2010, NA, United States, NA, NA, NA, NA, NA, NA, NA
Margarito C. Garza, 1, American judge, NA, 1931-10-29, 1931, 1995-11-15, 1995, NA, NA, NA, NA, NA, NA, NA, NA, NA
Margery Allingham, 1, NA, NA, 1904-05-20, 1904, 1966-06-30, NA, NA, NA, NA, NA, NA, NA, Crime fiction and Mystery fiction, NA, NA
Marie Severin, 12, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mario Gully, 1, Americancomic book artist, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mario Puzo, 41, NA, NA, 1920-10-15, 1920, 1999-07-02, NA, NA, NA, NA, NA, NA, 1955, Crime fiction, The Godfather (novel), NA
Mark Bagley, 25, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mark Brooks (comics), 5, Comic artist, NA, 1973-04-12, 1973, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Buckingham, 3, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Mark Dindal, 1, NA, NA, NA, 1960, NA, NA, NA, NA, NA, NA, NA, 1980, NA, NA, California Institute of the Arts
Mark Fergus and Hawk Ostby, 1, American screenwriters, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Frost, 2, NA, NA, 1953-11-25, 1953, NA, NA, NA, NA, NA, NA, NA, 1984, Supernatural, Twin Peaks and Hill Street Blues and The List of Seven and The Six Messiahs, NA
Mark Gatiss, 2, NA, NA, 1966-10-17, 1966, NA, NA, NA, NA, NA, NA, NA, 1993, NA, NA, NA
Mark Gruenwald, 62, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Henn, 1, American animator, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark McCorkle, 2, American television writer and producer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Millar, 17, NA, NA, NA, NA, NA, NA, NA, Scottish people, NA, NA, NA, NA, NA, NA, NA
Mark Osborne (filmmaker), 1, NA, NA, 1970-09-17, 1970, NA, NA, NA, NA, NA, NA, NA, 1993, NA, NA, NA
Mark Texeira, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Twain, 5, NA, NA, 1835-11-30, 1835, 1910-04-21, NA, NA, NA, NA, NA, NA, NA, NA, Adventures of Huckleberry Finn and The Adventures of Tom Sawyer, NA
Mark V. Olsen, 7, NA, NA, NA, 1962, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mark Waid, 34, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marko Djurdjević, 2, Illustrator, NA, 1979-01-23, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mars Ravelo, 11, NA, NA, 1916-10-09, 1916, 1988-09-12, 1988, NA, NA, NA, NA, NA, NA, NA, NA, NA
Marshall Rogers, 4, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Martin Caidin, 1, NA, NA, 1927-09-14, 1927, 1997-03-24, NA, NA, NA, NA, NA, NA, NA, Military history, NA, NA
Martin Lodewijk, 1, NA, NA, NA, NA, NA, NA, NA, Dutch people, NA, NA, NA, NA, NA, NA, NA
Martin Nodell, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Martin Short, 1, NA, NA, 1950-03-26, 1950, NA, NA, NA, Canadian Americans, NA, NA, NA, 1972, NA, NA, McMaster University
Marv Wolfman, 99, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mary Shelley, 5, NA, NA, 1797-08-30, 1797, 1851-02-01, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mary Skrenes, 1, Writer, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Masami Kurumada, 5, NA, NA, 1953-12-06, 1953, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Masamune Shirow, 6, NA, NA, NA, NA, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Masashi Kishimoto, 1, NA, NA, 1974-11-08, 1974, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Massimo Belardinelli, 1, NA, NA, NA, NA, NA, NA, NA, Italy, NA, NA, NA, NA, NA, NA, NA
Matt Baker (artist), 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Matt Fraction, 13, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Matt Lucas, 1, NA, NA, 1974-03-05, 1974, NA, NA, NA, NA, NA, NA, NA, NA, Sketch comedy and Character comedy, NA, NA
Matt Maiellaro, 5, NA, NA, 1966-08-17, 1966, NA, NA, NA, NA, NA, NA, NA, 1994, NA, NA, NA
Matt Nix, 1, NA, NA, 1971-09-04, 1971, NA, NA, NA, NA, NA, NA, NA, 1997, NA, Burn Notice and The Good Guys (2010 TV series), University of California Los Angeles
Matt Stone, 9, NA, NA, 1971-05-26, 1971, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, University of Colorado Boulder
Matt Wagner, 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Matt Weitzman, 4, NA, NA, 1967-11-13, 1967, NA, NA, NA, NA, NA, NA, NA, 2002, NA, NA, NA
Mike Friedrich, 15, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Grell, 16, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Harris (comics), 1, Comic artist, NA, NA, 1962, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Heisler, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Judge, 9, NA, NA, 1962-10-17, 1962, NA, NA, NA, NA, NA, NA, NA, 1990, NA, NA, University of California San Diego and Bachelor of Science
Mike Kelley (writer), 4, American television writer and producer, NA, NA, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Manley (artist), 5, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mike McKone, 8, Comic artist, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Mike McMahon (comics), 5, NA, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Mike Mignola, 17, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Myers, 11, NA, NA, 1963-05-25, 1963, NA, NA, NA, Canada, NA, NA, NA, NA, NA, NA, NA
Mike Norton, 1, Comic artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Parobeck, 3, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Perkins, 2, British comics artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Ploog, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike Richardson (publisher), 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mike S. Miller, 1, Illustrator, NA, NA, 1971, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mike Sekowsky, 28, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Vosburg, 3, American comics artist, NA, NA, 1947, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mike W. Barr, 28, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Wieringo, 4, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mike Zeck, 11, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Mikhail Bulgakov, 4, NA, NA, NA, NA, 1940-03-10, NA, Russians, Soviet Union, NA, NA, NA, NA, Science fiction, NA, NA
Mildred Benson, 6, NA, NA, 1905-07-10, 1905, 2002-05-28, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Miles Millar, 1, NA, NA, NA, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Christ's College Cambridge
Milt Kahl, 3, NA, NA, 1909-03-22, 1909, 1987-04-19, 1987, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mitch Brian, 1, American screenwriter, NA, 1961-10-15, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mitchell Burgess, 2, American writer and producer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, The Sopranos and Blue Bloods (TV series), NA
Mitchell Hurwitz, 1, NA, NA, 1963-05-29, 1963, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, NA
Miyuki Okumura, 1, Cinnamoroll designer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mohanlal, 1, NA, NA, 1960-05-21, 1960, NA, NA, NA, India, NA, NA, NA, 1978, NA, NA, University of Kerala
Molly Shannon, 1, NA, NA, 1964-09-16, 1964, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Monkey Punch, 5, NA, NA, 1937-05-26, 1937, NA, NA, NA, Japanese people, NA, NA, NA, 1965, NA, Lupin III, NA
Monteiro Lobato, 1, NA, NA, 1882-04-18, 1882, 1948-07-04, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Morris (cartoonist), 1, cartoonist, NA, 1923-12-01, 1923, 2001-07-16, 2001, NA, Belgium, NA, NA, NA, NA, NA, NA, NA
Mort Leav, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mort Meskin, 5, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mort Todd, 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Mort Weisinger, 16, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mr. A, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Mukesh Khanna, 1, NA, NA, 1958-06-19, 1958, NA, NA, NA, Indian people, NA, NA, NA, 1980, NA, NA, NA
Mukul S. Anand, 1, Indian director and producer, NA, 1951-10-11, 1951, 1997-09-07, 1997, NA, NA, NA, NA, NA, NA, NA, NA, NA
Murphy Anderson, 7, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Murray Boltinoff, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nagaru Tanigawa, 2, NA, NA, 1970-12-19, 1970, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Naoko Takeuchi, 11, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Narayan Gangopadhyay, 1, NA, NA, 1918-02-04, 1918, 1970-11-06, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nat Gertler, 1, Writer, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Nathan Edmondson, 1, Comic book writer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nathan Greno, 3, American film director and animator, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Columbus College of Art and Design
Natsuki Takaya, 5, NA, NA, 1973-07-07, 1973, NA, NA, NA, NA, NA, NA, NA, NA, Fiction, NA, NA
Neal Adams, 18, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Neil Cross, 1, New Zealand writer, NA, 1969-02-09 and 1969-09-02, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA, Doctor Who and Spooks and Luther (TV series), NA
Neil Gaiman, 25, NA, NA, 1960-11-10, 1960, NA, NA, NA, NA, NA, NA, NA, 1980, Dark fantasy, Neverwhere and Coraline and Good Omens and The Sandman (Vertigo) and American Gods and Stardust (novel) and The Graveyard Book and The Ocean at the End of the Lane, NA
Nestor Redondo, 4, Comic artist, NA, 1928-05-04, 1928, 1995-12-30, 1995, NA, Filipinos, NA, NA, NA, NA, NA, NA, NA
Ni Kuang, 1, NA, NA, 1935-05-30, 1935, NA, NA, NA, NA, NA, NA, NA, NA, Science fiction and Wuxia, NA, NA
Nic Pizzolatto, 1, American writer, NA, 1975-10-18, 1975, NA, NA, NA, NA, NA, NA, NA, NA, NA, True Detective (TV series), Louisiana State University and University of Arkansas
Nicholas Stoller, 1, British screenwriter, NA, 1976-03-19, 1976, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Cardy, 10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Castle, 1, NA, NA, 1947-09-21, 1947, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Cuti, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nick Fury, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nicola Scott, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nigel Kneale, 1, NA, NA, 1922-04-18, 1922, 2006-10-29, NA, NA, Isle of Man, NA, NA, NA, 1946, Horror fiction and Science fiction and Thriller (genre), NA, NA
Nikolay Chernyshevsky, 1, Russian critic philosopher writer and magazine editor, NA, 1828-07-12, 1828, 1889-10-17, 1889, NA, NA, NA, NA, NA, NA, NA, NA, NA
Nobuhiro Watsuki, 11, NA, NA, 1970-05-26, 1970, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
